,country_region,Model,Scenario,Category,Subcategory,Indicator,composite_name,Definition,Unit,Year,Value,Timestamp
0,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2100,,2100-01-01
2553,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2554,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2555,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2556,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2024,0.13,2024-01-01
2557,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2024,1.6,2024-01-01
2558,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2024,0.0,2024-01-01
2559,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2024,0.0,2024-01-01
2560,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2024,0.0,2024-01-01
2561,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2024,1.62,2024-01-01
2562,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2024,1.64,2024-01-01
2563,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2024,0.0,2024-01-01
2564,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2024,0.0,2024-01-01
2565,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2024,0.0,2024-01-01
2566,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2024,0.01,2024-01-01
2567,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2024,0.0,2024-01-01
2568,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2024,0.0,2024-01-01
2569,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2024,0.0,2024-01-01
2570,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2024,0.45,2024-01-01
2571,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2024,1.2,2024-01-01
2572,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2024,0.0,2024-01-01
2573,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2024,0.01,2024-01-01
2574,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2024,0.76,2024-01-01
2575,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2024,0.66,2024-01-01
2576,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2024,0.01,2024-01-01
2577,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2024,0.66,2024-01-01
2578,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2024,0.0,2024-01-01
2579,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2580,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2581,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Hard coal,"Agriculture, Land Use and Forestry | Agriculture energy use | Hard coal",Coal consumption by the agriculture sector,EJ/yr,2024,0.0,2024-01-01
2582,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2024,-149.0,2024-01-01
2583,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2024,-153.0,2024-01-01
2584,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CO2",Total anthropogenic carbon dioxide emissions from land use,Mt CO2e/yr,2024,-150.0,2024-01-01
2585,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2024,66.0,2024-01-01
2586,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2024,63.25,2024-01-01
2587,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CH4",Methane emissions from the agriculture sector,Mt CO2e/yr,2024,65.25,2024-01-01
2588,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2024,1.57,2024-01-01
2589,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2024,1.59,2024-01-01
2590,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2024,41.72,2024-01-01
2591,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | N2O",Total anthropogenic nitrous oxide emissions from land use,Mt CO2e/yr,2024,1.56,2024-01-01
2592,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2023,0.0,2023-01-01
2593,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2023,0.0,2023-01-01
2594,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,0.04,2023-01-01
2595,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,0.04,2023-01-01
2596,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,0.05,2023-01-01
2597,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2023,11.6,2023-01-01
2598,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2023,10.3,2023-01-01
2599,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2023,0.0,2023-01-01
2600,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2023,0.0,2023-01-01
2601,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest restoration",Area of land affected by forest restoration,million Ha/yr,2023,0.0,2023-01-01
2602,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,CO2,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | CO2",Carbon dioxide emissions from the agriculture sector,Mt CO2e/yr,2023,10.4,2023-01-01
2603,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2023,0.07,2023-01-01
2604,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2023,0.18,2023-01-01
2605,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by afforestation and reforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by afforestation and reforestation",Area of land affected by afforestation and reforestation,million Ha/yr,2023,0.0,2023-01-01
2606,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2023,0.65,2023-01-01
2607,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2023,0.58,2023-01-01
2608,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2023,0.58,2023-01-01
2609,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2023,0.14,2023-01-01
2610,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2023,0.13,2023-01-01
2611,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2023,24.7,2023-01-01
2612,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2023,0.09,2023-01-01
2613,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2023,0.25,2023-01-01
2614,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2023,0.0,2023-01-01
2615,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2023,21.9,2023-01-01
2616,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2023,22.0,2023-01-01
2617,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2023,152.0,2023-01-01
2618,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2023,135.0,2023-01-01
2619,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2023,135.0,2023-01-01
2620,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2023,40.23,2023-01-01
2621,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2023,39.34,2023-01-01
2622,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2023,1.0,2023-01-01
2623,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2023,1.0,2023-01-01
2624,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2023,1.13,2023-01-01
2625,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2023,0.06,2023-01-01
2626,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2023,0.05,2023-01-01
2627,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2023,5.2,2023-01-01
2628,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2023,5.18,2023-01-01
2629,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2023,5.84,2023-01-01
2630,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2023,0.05,2023-01-01
2631,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2023,0.03,2023-01-01
2632,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2023,0.02,2023-01-01
2633,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2023,0.02,2023-01-01
2634,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2023,0.0,2023-01-01
2635,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2023,0.0,2023-01-01
2636,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2023,0.0,2023-01-01
2637,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2023,0.13,2023-01-01
2638,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2023,1.6,2023-01-01
2639,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2023,0.0,2023-01-01
2640,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2023,0.0,2023-01-01
2641,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2023,0.0,2023-01-01
2642,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2023,1.61,2023-01-01
2643,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2023,1.63,2023-01-01
2644,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2023,0.0,2023-01-01
2645,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2023,0.0,2023-01-01
2646,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2023,0.0,2023-01-01
2647,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2023,0.01,2023-01-01
