,ISO,Country,Data source,Sector,Gas,Unit,Year,Value,Timestamp
17348,CRI,Costa Rica,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.57,1992-01-01
17349,COG,Republic of Congo,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.17,1992-01-01
17350,BDI,Burundi,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.61,1992-01-01
17351,HTI,Haiti,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.08,1992-01-01
17352,HRV,Croatia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.67,1992-01-01
17353,ARE,United Arab Emirates,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.35,1992-01-01
17354,HRV,Croatia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,2.08,1992-01-01
17355,LBY,Libya,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.95,1992-01-01
17356,SLV,El Salvador,Climate Watch,Agriculture,CH4,MtCO₂e,1992,2.02,1992-01-01
17357,JOR,Jordan,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,1.04,1992-01-01
17358,COG,Republic of Congo,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.98,1992-01-01
17359,GMB,Gambia,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.75,1992-01-01
17360,GUY,Guyana,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.89,1992-01-01
17361,PAN,Panama,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.01,1992-01-01
17362,SLE,Sierra Leone,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.65,1992-01-01
17363,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,CH4,MtCO₂e,1992,1.84,1992-01-01
17364,OMN,Oman,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.42,1992-01-01
17365,GNB,Guinea-Bissau,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.72,1992-01-01
17366,GEO,Georgia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,1.28,1992-01-01
17367,LSO,Lesotho,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,1.55,1992-01-01
17368,ARM,Armenia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.65,1992-01-01
17369,MKD,Macedonia,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,1.76,1992-01-01
17370,SVN,Slovenia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,1.31,1992-01-01
17371,SWZ,Eswatini,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,1.24,1992-01-01
17372,SVK,Slovakia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,3.28,1992-01-01
17373,MDA,Moldova,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.42,1992-01-01
17374,PNG,Papua New Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.64,1992-01-01
17375,LVA,Latvia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,3.49,1992-01-01
17376,ISR,Israel,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.75,1992-01-01
17377,TLS,Timor-Leste,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.49,1992-01-01
17378,GMB,Gambia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.48,1992-01-01
17379,SLV,El Salvador,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.12,1992-01-01
17380,BIH,Bosnia and Herzegovina,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.69,1992-01-01
17381,ARE,United Arab Emirates,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.31,1992-01-01
17382,GEO,Georgia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,1.39,1992-01-01
17383,GNB,Guinea-Bissau,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.5,1992-01-01
17384,LBN,Lebanon,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.51,1992-01-01
17385,DJI,Djibouti,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.56,1992-01-01
17386,OMN,Oman,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.27,1992-01-01
17387,MKD,Macedonia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,1.24,1992-01-01
17388,TLS,Timor-Leste,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.36,1992-01-01
17389,ALB,Albania,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.97,1992-01-01
17390,ARM,Armenia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.71,1992-01-01
17391,JOR,Jordan,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.5,1992-01-01
17392,LSO,Lesotho,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.95,1992-01-01
17393,EST,Estonia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,1.8,1992-01-01
17394,ISL,Iceland,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.67,1992-01-01
17395,LUX,Luxembourg,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.66,1992-01-01
17396,JOR,Jordan,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.54,1992-01-01
17397,SUR,Suriname,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.77,1992-01-01
17398,ISR,Israel,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.42,1992-01-01
17399,SWZ,Eswatini,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.75,1992-01-01
17400,JAM,Jamaica,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,1.11,1992-01-01
17401,SVN,Slovenia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.76,1992-01-01
17402,KWT,Kuwait,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.08,1992-01-01
17403,QAT,Qatar,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.16,1992-01-01
17404,MDA,Moldova,Climate Watch,Agriculture,CH4,MtCO₂e,1992,2.23,1992-01-01
17405,BTN,Bhutan,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.55,1992-01-01
17406,GUY,Guyana,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.3,1992-01-01
17407,LBN,Lebanon,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.32,1992-01-01
17408,DJI,Djibouti,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.36,1992-01-01
17409,LBR,Liberia,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.29,1992-01-01
17410,SUR,Suriname,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.64,1992-01-01
17411,CYP,Cyprus,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.43,1992-01-01
17412,GAB,Gabon,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.41,1992-01-01
17413,LSO,Lesotho,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.6,1992-01-01
17414,BTN,Bhutan,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.46,1992-01-01
17415,FJI,Fiji,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.93,1992-01-01
17416,LUX,Luxembourg,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.45,1992-01-01
17417,SWZ,Eswatini,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.49,1992-01-01
17418,MKD,Macedonia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.52,1992-01-01
17419,MNE,Montenegro,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.59,1992-01-01
17420,QAT,Qatar,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.09,1992-01-01
17421,BLZ,Belize,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.19,1992-01-01
17422,KWT,Kuwait,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.05,1992-01-01
17423,ISL,Iceland,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.35,1992-01-01
17424,GMB,Gambia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.27,1992-01-01
17425,JAM,Jamaica,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.75,1992-01-01
17426,TTO,Trinidad and Tobago,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.23,1992-01-01
17427,ISL,Iceland,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.32,1992-01-01
17428,VUT,Vanuatu,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.37,1992-01-01
17429,COM,Comoros,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.19,1992-01-01
17430,FJI,Fiji,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.62,1992-01-01
17431,MNE,Montenegro,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.57,1992-01-01
17432,GAB,Gabon,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.23,1992-01-01
17433,JAM,Jamaica,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.36,1992-01-01
17434,DJI,Djibouti,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.19,1992-01-01
17435,LBR,Liberia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.14,1992-01-01
17436,CYP,Cyprus,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.28,1992-01-01
17437,LBN,Lebanon,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.19,1992-01-01
17438,TLS,Timor-Leste,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.13,1992-01-01
17439,COM,Comoros,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.15,1992-01-01
17440,LBR,Liberia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.15,1992-01-01
17441,LUX,Luxembourg,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.21,1992-01-01
17442,TTO,Trinidad and Tobago,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.13,1992-01-01
17443,VUT,Vanuatu,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.26,1992-01-01
17444,CYP,Cyprus,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.15,1992-01-01
17445,KWT,Kuwait,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.02,1992-01-01
17446,QAT,Qatar,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.06,1992-01-01
17447,BLZ,Belize,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.07,1992-01-01
17448,GAB,Gabon,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.18,1992-01-01
17449,BLZ,Belize,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.11,1992-01-01
17450,WSM,Samoa,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.14,1992-01-01
17451,SUR,Suriname,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.13,1992-01-01
17452,FJI,Fiji,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.31,1992-01-01
17453,MUS,Mauritius,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.16,1992-01-01
17454,BRN,Brunei,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.04,1992-01-01
17455,MUS,Mauritius,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.12,1992-01-01
17456,WSM,Samoa,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.11,1992-01-01
17457,CPV,Cape Verde,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.13,1992-01-01
17458,MNE,Montenegro,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.1,1992-01-01
17459,BRN,Brunei,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.03,1992-01-01
17460,BTN,Bhutan,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.09,1992-01-01
17461,TTO,Trinidad and Tobago,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.1,1992-01-01
17462,MLT,Malta,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.13,1992-01-01
17463,TON,Tonga,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.08,1992-01-01
17464,VUT,Vanuatu,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.11,1992-01-01
17465,FSM,Micronesia,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17466,SLB,Solomon Islands,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.06,1992-01-01
17467,BRB,Barbados,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.1,1992-01-01
17468,CPV,Cape Verde,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.05,1992-01-01
17469,CPV,Cape Verde,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.08,1992-01-01
17470,MLT,Malta,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.1,1992-01-01
17471,SLB,Solomon Islands,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.05,1992-01-01
17472,TON,Tonga,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.06,1992-01-01
17473,COM,Comoros,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.04,1992-01-01
17474,FSM,Micronesia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17475,BHR,Bahrain,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.04,1992-01-01
17476,DMA,Dominica,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.05,1992-01-01
17477,WSM,Samoa,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.03,1992-01-01
17478,BHS,Bahamas,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.03,1992-01-01
17479,BRB,Barbados,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.06,1992-01-01
17480,BRB,Barbados,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.04,1992-01-01
17481,DMA,Dominica,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.02,1992-01-01
17482,GNQ,Equatorial Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.02,1992-01-01
17483,LCA,Saint Lucia,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.05,1992-01-01
17484,ATG,Antigua and Barbuda,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.04,1992-01-01
17485,BHR,Bahrain,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.02,1992-01-01
17486,BHR,Bahrain,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.02,1992-01-01
17487,BHS,Bahamas,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.02,1992-01-01
17488,BRN,Brunei,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17489,FSM,Micronesia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17490,GRD,Grenada,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.02,1992-01-01
17491,LCA,Saint Lucia,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.02,1992-01-01
17492,MLT,Malta,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.03,1992-01-01
17493,MUS,Mauritius,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.04,1992-01-01
17494,SGP,Singapore,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.03,1992-01-01
17495,SGP,Singapore,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.03,1992-01-01
17496,SLB,Solomon Islands,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17497,STP,Sao Tome and Principe,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.01,1992-01-01
17498,TON,Tonga,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.02,1992-01-01
17499,ATG,Antigua and Barbuda,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.03,1992-01-01
17500,ATG,Antigua and Barbuda,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17501,BHS,Bahamas,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17502,COK,Cook Islands,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.01,1992-01-01
17503,COK,Cook Islands,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17504,DMA,Dominica,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.02,1992-01-01
17505,GNQ,Equatorial Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17506,GNQ,Equatorial Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17507,GRD,Grenada,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17508,GRD,Grenada,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17509,KIR,Kiribati,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.01,1992-01-01
17510,KIR,Kiribati,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17511,KNA,Saint Kitts and Nevis,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.02,1992-01-01
17512,KNA,Saint Kitts and Nevis,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17513,LCA,Saint Lucia,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.03,1992-01-01
17514,STP,Sao Tome and Principe,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17515,STP,Sao Tome and Principe,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17516,TUV,Tuvalu,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.01,1992-01-01
17517,TUV,Tuvalu,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17518,VCT,Saint Vincent and the Grenadines,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.02,1992-01-01
17519,VCT,Saint Vincent and the Grenadines,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.01,1992-01-01
17520,VCT,Saint Vincent and the Grenadines,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17521,AND,Andorra,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17522,AND,Andorra,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17523,AND,Andorra,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17524,COK,Cook Islands,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17525,KIR,Kiribati,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17526,KNA,Saint Kitts and Nevis,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17527,LIE,Liechtenstein,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17528,LIE,Liechtenstein,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17529,LIE,Liechtenstein,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17530,MDV,Maldives,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17531,MDV,Maldives,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17532,MDV,Maldives,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17533,MHL,Marshall Islands,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17534,MHL,Marshall Islands,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17535,MHL,Marshall Islands,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17536,NIU,Niue,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17537,NIU,Niue,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17538,NIU,Niue,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17539,NRU,Nauru,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17540,NRU,Nauru,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17541,NRU,Nauru,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17542,PLW,Palau,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.0,1992-01-01
17543,PLW,Palau,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17544,PLW,Palau,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17545,SGP,Singapore,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17546,SYC,Seychelles,Climate Watch,Agriculture,All GHG,MtCO₂e,1992,0.01,1992-01-01
17547,SYC,Seychelles,Climate Watch,Agriculture,CH4,MtCO₂e,1992,0.0,1992-01-01
17548,SYC,Seychelles,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.01,1992-01-01
17549,TUV,Tuvalu,Climate Watch,Agriculture,N2O,MtCO₂e,1992,0.0,1992-01-01
17553,IND,India,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,573.39,1991-01-01
17554,CHN,China,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,601.0,1991-01-01
17555,BRA,Brazil,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,350.69,1991-01-01
17556,IND,India,Climate Watch,Agriculture,CH4,MtCO₂e,1991,437.56,1991-01-01
17557,EUU,European Union (27),Climate Watch,Agriculture,All GHG,MtCO₂e,1991,495.73,1991-01-01
17558,USA,United States,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,352.62,1991-01-01
17559,BRA,Brazil,Climate Watch,Agriculture,CH4,MtCO₂e,1991,250.09,1991-01-01
17560,CHN,China,Climate Watch,Agriculture,CH4,MtCO₂e,1991,341.19,1991-01-01
17561,CHN,China,Climate Watch,Agriculture,N2O,MtCO₂e,1991,259.81,1991-01-01
17562,IND,India,Climate Watch,Agriculture,N2O,MtCO₂e,1991,135.83,1991-01-01
17563,PAK,Pakistan,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,87.06,1991-01-01
17564,EUU,European Union (27),Climate Watch,Agriculture,CH4,MtCO₂e,1991,287.99,1991-01-01
17565,USA,United States,Climate Watch,Agriculture,CH4,MtCO₂e,1991,197.62,1991-01-01
17566,BRA,Brazil,Climate Watch,Agriculture,N2O,MtCO₂e,1991,100.6,1991-01-01
17567,USA,United States,Climate Watch,Agriculture,N2O,MtCO₂e,1991,155.0,1991-01-01
17568,EUU,European Union (27),Climate Watch,Agriculture,N2O,MtCO₂e,1991,207.65,1991-01-01
17569,IDN,Indonesia,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,112.08,1991-01-01
17570,PAK,Pakistan,Climate Watch,Agriculture,CH4,MtCO₂e,1991,61.52,1991-01-01
17571,ARG,Argentina,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,117.01,1991-01-01
17572,ETH,Ethiopia,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,55.77,1991-01-01
17573,AUS,Australia,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,173.06,1991-01-01
17574,RUS,Russia,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,225.89,1991-01-01
17575,MEX,Mexico,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,86.97,1991-01-01
17576,BGD,Bangladesh,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,64.33,1991-01-01
17577,IDN,Indonesia,Climate Watch,Agriculture,CH4,MtCO₂e,1991,77.34,1991-01-01
17578,ARG,Argentina,Climate Watch,Agriculture,CH4,MtCO₂e,1991,83.62,1991-01-01
17579,TCD,Chad,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,19.56,1991-01-01
17580,NGA,Nigeria,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,40.3,1991-01-01
17581,SDN,Sudan,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,42.27,1991-01-01
17582,ETH,Ethiopia,Climate Watch,Agriculture,CH4,MtCO₂e,1991,34.57,1991-01-01
17583,THA,Thailand,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,65.7,1991-01-01
17584,VNM,Vietnam,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,48.45,1991-01-01
17585,COL,Colombia,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,57.55,1991-01-01
17586,FRA,France,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,86.15,1991-01-01
17587,AUS,Australia,Climate Watch,Agriculture,CH4,MtCO₂e,1991,100.75,1991-01-01
17588,IDN,Indonesia,Climate Watch,Agriculture,N2O,MtCO₂e,1991,34.74,1991-01-01
17589,PAK,Pakistan,Climate Watch,Agriculture,N2O,MtCO₂e,1991,25.54,1991-01-01
17590,MEX,Mexico,Climate Watch,Agriculture,CH4,MtCO₂e,1991,54.99,1991-01-01
17591,TZA,Tanzania,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,32.08,1991-01-01
17592,PHL,Philippines,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,43.86,1991-01-01
17593,BGD,Bangladesh,Climate Watch,Agriculture,CH4,MtCO₂e,1991,50.1,1991-01-01
17594,CAN,Canada,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,50.98,1991-01-01
17595,MMR,Myanmar,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,43.35,1991-01-01
17596,TUR,Türkiye,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,41.91,1991-01-01
17597,DEU,Germany,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,83.18,1991-01-01
17598,THA,Thailand,Climate Watch,Agriculture,CH4,MtCO₂e,1991,52.85,1991-01-01
17599,TCD,Chad,Climate Watch,Agriculture,CH4,MtCO₂e,1991,11.89,1991-01-01
17600,AUS,Australia,Climate Watch,Agriculture,N2O,MtCO₂e,1991,72.31,1991-01-01
17601,KEN,Kenya,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,25.25,1991-01-01
17602,RUS,Russia,Climate Watch,Agriculture,N2O,MtCO₂e,1991,79.34,1991-01-01
17603,RUS,Russia,Climate Watch,Agriculture,CH4,MtCO₂e,1991,146.68,1991-01-01
17604,GBR,United Kingdom,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,63.57,1991-01-01
17605,PHL,Philippines,Climate Watch,Agriculture,CH4,MtCO₂e,1991,37.06,1991-01-01
17606,NGA,Nigeria,Climate Watch,Agriculture,CH4,MtCO₂e,1991,23.82,1991-01-01
17607,COL,Colombia,Climate Watch,Agriculture,CH4,MtCO₂e,1991,41.41,1991-01-01
17608,SDN,Sudan,Climate Watch,Agriculture,CH4,MtCO₂e,1991,25.58,1991-01-01
17609,ETH,Ethiopia,Climate Watch,Agriculture,N2O,MtCO₂e,1991,21.2,1991-01-01
17610,ARG,Argentina,Climate Watch,Agriculture,N2O,MtCO₂e,1991,33.39,1991-01-01
17611,VNM,Vietnam,Climate Watch,Agriculture,CH4,MtCO₂e,1991,38.23,1991-01-01
17612,MMR,Myanmar,Climate Watch,Agriculture,CH4,MtCO₂e,1991,34.45,1991-01-01
17613,SSD,South Sudan,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,26.57,1991-01-01
17614,ESP,Spain,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,37.91,1991-01-01
17615,NZL,New Zealand,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,41.63,1991-01-01
17616,FRA,France,Climate Watch,Agriculture,CH4,MtCO₂e,1991,48.97,1991-01-01
17617,UZB,Uzbekistan,Climate Watch,Agriculture,All GHG,MtCO₂e,1991,20.35,1991-01-01
